custentity_hs_vid,salesreadines,buyingtimeframe,buyingreason,Projected Value
73957101,,,,"$15,000"
73989101,,,,"$15,000 - $29,000"
74123501,,,,"$15,000 - $29,000"
74236651,,,,"$78,000 - $107,000"
77035551,,,,"$15,000 - $29,000"
77584151,,,,"$15,000 - $29,000"
73934051,,,,"$15,000 - $29,000"
76988952,,,,"$15,000 - $29,000"
77770551,,,,"$15,000 - $29,000"
76491801,,,,"$15,000 - $29,000"
78111551,,,,"$15,000 - $29,000"
74351351,,,,"$39,000 - $44,000"
77100551,,,,"$15,000 - $29,000"
74634451,,,,"$15,000 - $29,000"
78181897,,,,"$15,000 - $29,000"
75706401,,,,"$15,000 - $29,000"
77792001,,,,"$15,000 - $29,000"
75921701,,,,"$15,000 - $29,000"
75282651,,,,"$39,000 - $44,000"
76706101,,,,"$39,000 - $44,000"
77819401,,,,"$15,000 - $29,000"
77806351,,,,"$15,000 - $29,000"
77870601,,,,"$15,000 - $29,000"
76171301,,,,"$15,000 - $29,000"
74852551,,,,"$15,000 - $29,000"
74622401,,,,"$15,000 - $29,000"
75850801,,,,"$15,000 - $29,000"
77964051,,,,"$15,000 - $29,000"
76533301,,,,"$15,000 - $29,000"
77350951,,,,"$39,000 - $44,000"
75960901,,,,"$15,000 - $29,000"
76913501,,,,"$15,000 - $29,000"
77719401,,,,"$15,000 - $29,000"
77400151,,,,"$15,000 - $29,000"
74116001,Warm,,,
74724001,,,,"$39,000 - $44,000"
74764451,,,,"$15,000 - $29,000"
76316251,,,,"$15,000 - $29,000"
77422151,,,,"$15,000 - $29,000"
78278001,,,,"$15,000 - $29,000"
78763601,,,,"$15,000 - $29,000"
78232651,,,,"$15,000 - $29,000"
74251151,,,,"$15,000 - $29,000"
76344702,,,,"$15,000 - $29,000"
76090751,,,,"$15,000 - $29,000"
76913251,,,,"$15,000 - $29,000"
77350251,,,,"$15,000 - $29,000"
77167201,,,,"$15,000 - $29,000"
75949951,,,,"$15,000 - $29,000"
76445301,,,,"$15,000 - $29,000"
77647451,,,,"$15,000 - $29,000"
81829601,,,,"$15,000 - $29,000"
78932663,,,,"$15,000 - $29,000"
79795401,,,,"$15,000 - $29,000"
78936767,Warm,,,"$39,000 - $44,000"
81429201,,,,"$15,000"
79186601,,,,"$39,000 - $44,000"
81835001,,,,"$15,000 - $29,000"
84028451,,,,"$15,000 - $29,000"
80239851,,,,"$15,000 - $29,000"
78934673,Warm,,,
79556251,,,,"$15,000 - $29,000"
78942364,Hot,,,"$39,000 - $44,000"
80604901,,,,"$39,000 - $44,000"
78934685,,,,"$15,000"
80983801,,,,"$39,000 - $44,000"
80007151,,,,"$15,000 - $29,000"
82362051,,,,"$15,000 - $29,000"
83995951,,,,"$15,000 - $29,000"
81943501,,,,"$15,000 - $29,000"
79665551,,,,"$15,000 - $29,000"
82124501,Warm,,,
80134901,,,,"$39,000 - $44,000"
80873701,,,,"$15,000"
79389951,,,,"$15,000 - $29,000"
80297101,,,,"$15,000 - $29,000"
84914251,,,,"$39,000 - $44,000"
80902551,,,,"$15,000 - $29,000"
81679001,,,,"$15,000 - $29,000"
82521251,,,,"$15,000 - $29,000"
79475701,,,,"$15,000 - $29,000"
81429651,,,,"$15,000 - $29,000"
82952101,,,,"$39,000 - $44,000"
79987601,,,,"$15,000 - $29,000"
79001301,,,,"$15,000 - $29,000"
78937045,,,,"$15,000"
84810351,,,,"$15,000 - $29,000"
81088951,,,,"$15,000 - $29,000"
84950901,,,,"$15,000 - $29,000"
83022751,,,,"$15,000 - $29,000"
80379301,,,,"$50,000 - $65,000"
84084851,,,,"$15,000 - $29,000"
80754851,,,,"$15,000 - $29,000"
81080751,,,,"$15,000 - $29,000"
80017851,,,,"$15,000 - $29,000"
79413051,,,,"$15,000 - $29,000"
82794351,,,,"$15,000 - $29,000"
81131601,,,,"$15,000 - $29,000"
84418701,,,,"$15,000 - $29,000"
84071051,,,,"$39,000 - $44,000"
80067151,Cold,,,
83391351,,,,"$15,000 - $29,000"
82324601,,,,"$15,000 - $29,000"
79128101,,,,"$15,000 - $29,000"
80049751,,,,"$15,000 - $29,000"
78936103,,,,"$15,000 - $29,000"
78958368,,,,"$39,000 - $44,000"
81874551,,,,"$15,000"
80102751,,,,"$15,000 - $29,000"
83599201,,,,"$15,000 - $29,000"
82508401,,,,"$15,000 - $29,000"
80899151,,,,"$15,000 - $29,000"
82100601,,,,"$15,000 - $29,000"
84664751,,,,"$39,000 - $44,000"
78940947,Warm,,,
83844951,Warm,,,
78933535,Warm,,,
78939423,,,,"$39,000 - $44,000"
83537751,,,,"$15,000 - $29,000"
78941956,,,,"$39,000 - $44,000"
83484751,,,,"$15,000 - $29,000"
81687401,,,,"$15,000 - $29,000"
82797651,,,,"$15,000 - $29,000"
80968301,,,,"$15,000 - $29,000"
81750301,,,,"$15,000 - $29,000"
80006151,,,,"$15,000 - $29,000"
83152951,,,,"$15,000 - $29,000"
81097501,,,,"$15,000 - $29,000"
81106201,,,,"$15,000 - $29,000"
82975551,,,,"$15,000 - $29,000"
81106701,,,,"$15,000 - $29,000"
84599251,,,,"$15,000 - $29,000"
83973601,,,,"$39,000 - $44,000"
79836451,,,,"$39,000 - $44,000"
81947651,,,,"$15,000 - $29,000"
84208101,,,,"$15,000 - $29,000"
83036951,,,,"$15,000 - $29,000"
81162301,,,,"$15,000 - $29,000"
78957401,,,,"$15,000"
81651251,,,,"$15,000 - $29,000"
78940251,,,,"$15,000"
78944091,,,,"$15,000 - $29,000"
81124901,,,,"$15,000 - $29,000"
79750451,,,,"$15,000 - $29,000"
79844401,,,,"$15,000 - $29,000"
84573951,,,,"$15,000 - $29,000"
83538701,,,,"$15,000 - $29,000"
81113901,,,,"$15,000 - $29,000"
79316801,,,,"$15,000 - $29,000"
78938186,,,,"$15,000 - $29,000"
81690401,,,,"$15,000 - $29,000"
85315351,,,,"$50,000 - $65,000"
90153051,,,,"$15,000 - $29,000"
87214651,,,,"$15,000 - $29,000"
86460201,,,,"$15,000 - $29,000"
89903701,,,,"$39,000 - $44,000"
87339301,,,,"$15,000 - $29,000"
89688651,,,,"$15,000 - $29,000"
85339651,,,,"$15,000 - $29,000"
88742751,Warm,,,
89514051,,,,"$15,000 - $29,000"
90484851,,,,"$15,000 - $29,000"
86848051,,,,"$15,000"
89496651,,,,"$15,000 - $29,000"
88838251,,,,"$15,000 - $29,000"
88995951,,,,"$15,000 - $29,000"
90657101,,,,"$15,000 - $29,000"
89479801,,,,"$15,000"
90234701,,,,"$39,000 - $44,000"
85935401,,,,"$15,000 - $29,000"
89557601,,,,"$15,000 - $29,000"
90471251,,,,"$15,000 - $29,000"
89783651,,,,"$39,000 - $44,000"
85344301,,,,"$15,000 - $29,000"
89177451,,,,"$15,000 - $29,000"
88592251,,,,"$15,000 - $29,000"
89379951,,,,"$15,000 - $29,000"
89166701,,,,"$15,000 - $29,000"
89437801,,,,"$15,000 - $29,000"
89893401,,,,"$15,000 - $29,000"
89503251,,,,"$15,000 - $29,000"
89598751,,,,"$15,000 - $29,000"
89204251,,,,"$15,000 - $29,000"
85777751,,,,"$15,000"
86690151,,,,"$15,000 - $29,000"
89820951,,,,"$15,000 - $29,000"
87672951,Cold,,,
87931251,,,,"$39,000 - $44,000"
89078301,,,,"$15,000"
85737551,,,,"$15,000 - $29,000"
89299201,Warm,,,
85797451,,,,"$39,000 - $44,000"
85914951,,,,"$39,000 - $44,000"
90239801,,,,"$39,000 - $44,000"
88835601,,,,"$15,000 - $29,000"
86557301,,,,"$15,000 - $29,000"
90444601,,,,"$15,000 - $29,000"
90111551,,,,"$39,000 - $44,000"
87313751,,,,"$39,000 - $44,000"
85254001,,,,"$15,000 - $29,000"
87906651,,,,"$15,000 - $29,000"
88235051,,,,"$15,000 - $29,000"
89426751,,,,"$39,000 - $44,000"
89546301,,,,"$39,000 - $44,000"
87864401,,,,"$39,000 - $44,000"
85763951,,,,"$15,000 - $29,000"
89570601,,,,"$15,000 - $29,000"
86544301,,,,"$15,000 - $29,000"
87911351,,,,"$15,000"
89575901,,,,"$15,000 - $29,000"
87439801,,,,"$15,000 - $29,000"
86829501,,,,"$15,000 - $29,000"
89527751,,,,"$15,000 - $29,000"
88379351,,,,"$15,000 - $29,000"
89668301,,,,"$39,000 - $44,000"
89308101,,,,"$15,000 - $29,000"
87529901,,,,"$106,000 - $140,000"
89037551,,,,"$50,000 - $65,000"
85174201,,,,"$15,000 - $29,000"
86022801,,,,"$15,000 - $29,000"
87220101,Warm,,,
86897301,,,,"$15,000 - $29,000"
89223401,,,,"$15,000 - $29,000"
87968901,,,,"$15,000 - $29,000"
85001901,,,,"$15,000 - $29,000"
86513301,,,,"$15,000 - $29,000"
90320351,,,,"$15,000"
90249951,,,,"$15,000 - $29,000"
89885851,,,,"$15,000 - $29,000"
89454751,,,,"$15,000 - $29,000"
88589451,,,,"$15,000 - $29,000"
89499801,,,,"$15,000 - $29,000"
89054851,,,,"$15,000 - $29,000"
85928401,,,,"$15,000 - $29,000"
87940851,,,,"$15,000 - $29,000"
90520501,,,,"$39,000 - $44,000"
87523301,,,,"$15,000 - $29,000"
88955551,,,,"$15,000 - $29,000"
88143251,,,,"$15,000 - $29,000"
85335501,,,,"$15,000 - $29,000"
87692001,,,,"$15,000 - $29,000"
89750151,,,,"$15,000 - $29,000"
87444201,,,,"$15,000 - $29,000"
89543601,,,,"$39,000 - $44,000"
90362251,,,,"$15,000"
89616551,,,,"$50,000 - $65,000"
86877151,Warm,,,
87544001,,,,"$15,000 - $29,000"
85336801,,,,"$15,000 - $29,000"
85199851,,,,"$15,000 - $29,000"
89289901,,,,"$15,000 - $29,000"
92979851,,,,"$15,000"
93702551,,,,"$39,000 - $44,000"
94847151,,,,"$39,000 - $44,000"
92828801,,,,"$15,000 - $29,000"
92157301,,,,"$39,000 - $44,000"
93787801,,,,"$15,000 - $29,000"
94563251,,,,"$15,000 - $29,000"
90925951,,,,"$39,000 - $44,000"
91105401,,,,"$15,000 - $29,000"
94142851,,,,"$15,000 - $29,000"
93935801,,,,"$39,000 - $44,000"
91646551,,,,"$15,000"
91672151,,,,"$39,000 - $44,000"
92714401,,,,"$15,000 - $29,000"
91607901,,,,"$15,000 - $29,000"
90958401,,,,"$15,000"
93685951,,,,"$15,000"
93882551,,,,"$15,000 - $29,000"
94675351,,,,"$15,000 - $29,000"
91775301,,,,"$15,000"
95563151,,,,"$15,000 - $29,000"
91110701,,,,"$15,000 - $29,000"
95535351,,,,"$15,000 - $29,000"
93360601,,,,"$15,000 - $29,000"
92640201,,,,"$15,000 - $29,000"
91343651,,,,"$15,000 - $29,000"
92498901,,,,"$15,000 - $29,000"
94203851,,,,"$15,000 - $29,000"
91992101,Warm,,,
91947551,,,,"$39,000 - $44,000"
95526101,,,,"$15,000 - $29,000"
90675201,,,,"$15,000 - $29,000"
93878001,,,,"$15,000"
94914501,,,,"$39,000 - $44,000"
91956501,,,,"$15,000 - $29,000"
91010051,,,,"$15,000 - $29,000"
92465901,,,,"$15,000 - $29,000"
95661251,,,,"$15,000 - $29,000"
94315751,,,,"$15,000 - $29,000"
92990451,,,,"$15,000"
92943601,,,,"$15,000 - $29,000"
94130151,,,,"$15,000 - $29,000"
94262501,,,,"$15,000 - $29,000"
90983401,,,,"$15,000"
95098401,,,,"$15,000 - $29,000"
94286101,,,,"$39,000 - $44,000"
94530601,,,,"$39,000 - $44,000"
95504701,,,,"$15,000 - $29,000"
94378801,,,,"$15,000 - $29,000"
91365601,,,,"$15,000 - $29,000"
92894751,,,,"$15,000"
93259801,,,,"$15,000 - $29,000"
93352201,,,,"$15,000 - $29,000"
93431051,,,,"$15,000 - $29,000"
94883901,,,,"$15,000 - $29,000"
93646351,,,,"$15,000"
90797301,,,,"$15,000 - $29,000"
93685301,,,,"$15,000"
92461601,,,,"$15,000"
94649351,,,,"$15,000 - $29,000"
91675601,,,,"$15,000 - $29,000"
91829201,,,,"$15,000 - $29,000"
95461151,,,,"$15,000"
94514451,,,,"$15,000"
91366853,,,,"$15,000 - $29,000"
95116051,,,,"$15,000 - $29,000"
92505401,,,,"$15,000 - $29,000"
94264101,,,,"$39,000 - $44,000"
90971601,,,,"$15,000 - $29,000"
93006901,,,,"$15,000 - $29,000"
94178851,,,,"$15,000 - $29,000"
91184301,,,,"$15,000 - $29,000"
93151051,,,,"$15,000 - $29,000"
91369401,,,,"$15,000"
95579001,,,,"$15,000 - $29,000"
92741451,,,,"$15,000 - $29,000"
94835051,,,,"$15,000"
93168451,,,,"$15,000 - $29,000"
94634101,,,,"$15,000 - $29,000"
92391251,,,,"$15,000 - $29,000"
91010751,,,,"$15,000 - $29,000"
93727301,,,,"$15,000 - $29,000"
91679651,,,,"$15,000 - $29,000"
95331451,,,,"$15,000 - $29,000"
93252951,,,,"$39,000 - $44,000"
95645551,,,,"$15,000 - $29,000"
95308401,,,,"$15,000"
94358651,,,,"$39,000 - $44,000"
92558701,,,,"$15,000"
93218151,,,,"$15,000 - $29,000"
95661401,,,,"$15,000 - $29,000"
93511801,,,,"$15,000 - $29,000"
94659401,,,,"$15,000 - $29,000"
94737751,,,,"$15,000 - $29,000"
92321401,,,,"$39,000 - $44,000"
94169701,,,,"$15,000 - $29,000"
94660701,,,,"$15,000 - $29,000"
94436701,,,,"$15,000 - $29,000"
94521951,,,,"$39,000 - $44,000"
91830151,,,,"$15,000 - $29,000"
97011401,,,,"$15,000 - $29,000"
95770551,,,,"$15,000 - $29,000"
98670051,,,,"$15,000 - $29,000"
97143501,,,,"$15,000 - $29,000"
98083551,,,,"$15,000 - $29,000"
98461401,,,,"$15,000 - $29,000"
96244401,,,,"$15,000 - $29,000"
95937701,,,,"$15,000 - $29,000"
97213401,,,,"$15,000 - $29,000"
98562504,,,,"$39,000 - $44,000"
98568951,,,,"$106,000 - $140,000"
98784251,,,,"$15,000 - $29,000"
97967351,,,,"$15,000 - $29,000"
98276601,,,,"$15,000"
98327801,Cold,,,
97538551,,,,"$15,000 - $29,000"
98786251,,,,"$15,000 - $29,000"
95688351,,,,"$15,000 - $29,000"
97430501,,,,"$15,000 - $29,000"
98581451,,,,"$50,000 - $65,000"
97354751,,,,"$39,000 - $44,000"
98628051,,,,"$78,000 - $107,000"
97771751,,,,"$15,000 - $29,000"
98104301,,,,"$15,000"
98909651,,,,"$15,000 - $29,000"
97793251,,,,"$39,000 - $44,000"
96073601,,,,"$39,000 - $44,000"
98209251,,,,"$15,000 - $29,000"
97476751,,,,"$15,000 - $29,000"
96749701,,,,"$15,000 - $29,000"
98255001,,,,"$78,000 - $107,000"
98223001,,,,"$15,000 - $29,000"
95857651,,,,"$15,000 - $29,000"
98432151,,,,"$15,000 - $29,000"
98052501,,,,"$15,000 - $29,000"
97979801,,,,"$15,000 - $29,000"
98746551,,,,"$15,000"
96080101,,,,"$15,000 - $29,000"
97380001,,,,"$15,000 - $29,000"
96400851,,,,"$15,000"
97711551,,,,"$15,000"
98588301,,,,"$15,000 - $29,000"
98307251,,,,"$15,000"
96500401,,,,"$15,000 - $29,000"
96319951,Warm,,,"$39,000 - $44,000"
97618851,,,,"$15,000 - $29,000"
98181801,,,,"$39,000 - $44,000"
98015151,,,,"$15,000 - $29,000"
98350501,,,,"$15,000 - $29,000"
97110451,,,,"$15,000 - $29,000"
97411251,,,,"$15,000 - $29,000"
96349501,,,,"$15,000 - $29,000"
96202301,,,,"$15,000 - $29,000"
98613351,Cold,,,
98732651,,,,"$15,000 - $29,000"
96158001,,,,"$15,000 - $29,000"
98420051,,,,"$15,000 - $29,000"
98623601,,,,"$78,000 - $107,000"
95951151,,,,"$39,000 - $44,000"
98749051,,,,"$15,000 - $29,000"
97592651,,,,"> $200,000"
97103701,,,,"$15,000 - $29,000"
97910601,,,,"$15,000 - $29,000"
97502801,,,,"$39,000 - $44,000"
96365601,,,,"$39,000 - $44,000"
97784651,,,,"$15,000 - $29,000"
98175301,,,,"$15,000 - $29,000"
98027901,,,,"$39,000 - $44,000"
98120301,,,,"$39,000 - $44,000"
97572201,,,,"$15,000 - $29,000"
96119301,,,,"$15,000 - $29,000"
97162251,,,,"$15,000"
95862901,,,,"$15,000"
97535251,,,,"$15,000 - $29,000"
98675751,,,,"$15,000 - $29,000"
96571401,,,,"$39,000 - $44,000"
96961551,,,,"$39,000 - $44,000"
96752151,,,,"$15,000 - $29,000"
97423901,,,,"$39,000 - $44,000"
98306051,,,,"$39,000 - $44,000"
98158651,,,,"$15,000 - $29,000"
95704151,,,,"$15,000"
97561651,,,,"$15,000 - $29,000"
97525301,,,,"$15,000 - $29,000"
98478651,,,,"$15,000 - $29,000"
96019551,,,,"$15,000 - $29,000"
96962351,,,,"$15,000 - $29,000"
97103651,,,,"$15,000 - $29,000"
95838301,,,,"$15,000 - $29,000"
97650751,,,,"$39,000 - $44,000"
97817401,,,,"$15,000 - $29,000"
96068951,,,,"$15,000 - $29,000"
98286901,,,,"$15,000"
97036601,,,,"$15,000 - $29,000"
96303951,,,,"$39,000 - $44,000"
97369151,,,,"$39,000 - $44,000"
98312751,,,,"$39,000 - $44,000"
98112301,,,,"$15,000 - $29,000"
96295751,,,,"$39,000 - $44,000"
98449701,,,,"$15,000 - $29,000"
100427001,,,,"$15,000 - $29,000"
100906501,,,,"$15,000 - $29,000"
99345401,,,,"$15,000 - $29,000"
100542701,,,,"$15,000 - $29,000"
100533993,Warm,,,
100539625,,,,"$15,000 - $29,000"
100051951,,,,"$15,000 - $29,000"
99763951,,,,"$15,000 - $29,000"
99548401,,,,"$15,000 - $29,000"
100272101,,,,"$15,000 - $29,000"
100313051,,,,"$15,000 - $29,000"
100539098,,,,"$106,000 - $140,000"
99886801,,,,"$15,000 - $29,000"
100539094,,,,"$15,000"
99249601,,,,"$15,000 - $29,000"
100424151,,,,"$39,000 - $44,000"
99240901,,,,"$50,000 - $65,000"
99677151,,,,"$15,000 - $29,000"
99808451,,,,"$15,000 - $29,000"
99180251,,,,"$39,000 - $44,000"
99493851,,,,"$15,000 - $29,000"
100608201,,,,"$39,000 - $44,000"
100593351,,,,"$15,000 - $29,000"
99336151,,,,"$39,000 - $44,000"
100540095,,,,"$15,000 - $29,000"
101018701,,,,"$15,000 - $29,000"
100538291,,,,"$15,000 - $29,000"
101423451,,,,"$15,000 - $29,000"
100537002,,,,"$15,000"
99612601,,,,"$15,000 - $29,000"
99878051,,,,"$15,000 - $29,000"
101093201,,,,"$15,000 - $29,000"
101145951,,,,"$15,000 - $29,000"
99582901,,,,"$15,000"
99406001,,,,"$15,000 - $29,000"
99837101,,,,"$15,000 - $29,000"
100538273,,,,"$39,000 - $44,000"
99588751,,,,"$15,000 - $29,000"
99115401,,,,"$39,000 - $44,000"
100238751,,,,"$15,000 - $29,000"
100243601,,,,"$15,000 - $29,000"
100541842,Warm,,,"$15,000 - $29,000"
100746352,,,,"$15,000 - $29,000"
99057301,,,,"$15,000 - $29,000"
100542092,,,,"$15,000 - $29,000"
99323551,,,,"$15,000 - $29,000"
100233101,,,,"$15,000 - $29,000"
101006451,,,,"$15,000 - $29,000"
100541062,Cold,,,
100163201,,,,"$15,000 - $29,000"
100404101,,,,"$15,000 - $29,000"
99761801,,,,"$15,000 - $29,000"
100310401,,,,"$15,000 - $29,000"
99108501,,,,"$15,000 - $29,000"
100632701,,,,"$15,000 - $29,000"
100536184,,,,"$15,000 - $29,000"
101413251,,,,"$15,000 - $29,000"
100063101,,,,"$15,000"
100537202,,,,"$39,000 - $44,000"
100539506,Cold,,,
99092601,,,,"$39,000 - $44,000"
99476351,,,,"$15,000 - $29,000"
100534891,,,,"$50,000 - $65,000"
101278101,,,,"$15,000 - $29,000"
100534883,,,,"$15,000 - $29,000"
101041051,,,,"$15,000 - $29,000"
100539484,Warm,,,
100539994,,,,"$15,000 - $29,000"
101016751,,,,"$15,000 - $29,000"
101305251,,,,"$15,000"
100246101,,,,"$15,000 - $29,000"
100535632,Warm,,,
100536392,,,,"$15,000 - $29,000"
99595351,,,,"$15,000 - $29,000"
100643651,,,,"$15,000 - $29,000"
100542273,,,,"$15,000 - $29,000"
99795251,,,,"$15,000 - $29,000"
100539711,Warm,,,
101241801,,,,"$15,000 - $29,000"
98944801,,,,"$15,000 - $29,000"
99682101,,,,"$15,000 - $29,000"
100044851,,,,"$39,000 - $44,000"
100541234,,,,"$39,000 - $44,000"
100480051,,,,"$15,000 - $29,000"
100283701,,,,"$15,000 - $29,000"
100486701,,,,"$15,000 - $29,000"
101002201,,,,"$15,000 - $29,000"
100532002,,,,"$15,000"
99852051,,,,"$39,000 - $44,000"
100372251,,,,"$15,000 - $29,000"
100537886,,,,"$8,000 - $13,000"
100186651,,,,"$15,000 - $29,000"
100607001,,,,"$39,000 - $44,000"
99278851,,,,"$39,000 - $44,000"
100532759,Cold,,,
99755801,,,,"$15,000 - $29,000"
100683251,,,,"$15,000 - $29,000"
100351501,,,,"$15,000 - $29,000"
98921501,,,,"$39,000 - $44,000"
99895051,,,,"$15,000 - $29,000"
102684447,,,,"$15,000 - $29,000"
103136551,,,,"$15,000 - $29,000"
102298651,,,,"$15,000 - $29,000"
104806201,,,,"$15,000"
103595301,,,,"$15,000 - $29,000"
101471751,,,,"$15,000 - $29,000"
103087151,,,,"$15,000 - $29,000"
102688018,,,,"$15,000 - $29,000"
105362251,,,,"$15,000 - $29,000"
102860851,,,,"$15,000 - $29,000"
105852251,,,,"$15,000"
103016501,,,,"$15,000"
103185201,,,,"$15,000 - $29,000"
105039701,,,,"$15,000"
102732551,,,,"$15,000 - $29,000"
103851051,,,,"$15,000 - $29,000"
105118051,,,,"$15,000 - $29,000"
106798201,,,,"$15,000 - $29,000"
101685801,,,,"$15,000 - $29,000"
101947451,,,,"$15,000 - $29,000"
102299701,,,,"$15,000 - $29,000"
101743401,,,,"$15,000 - $29,000"
106472801,,,,"$15,000 - $29,000"
105191551,,,,"$15,000 - $29,000"
102791451,,,,"$15,000 - $29,000"
101431351,,,,"$15,000 - $29,000"
101995601,,,,"$15,000 - $29,000"
106550801,,,,"$15,000 - $29,000"
102099551,,,,"$15,000 - $29,000"
105944351,,,,"$15,000 - $29,000"
102023751,,,,"$15,000 - $29,000"
103996001,,,,"$15,000 - $29,000"
105441051,,,,"$15,000 - $29,000"
102390851,,,,"$50,000 - $65,000"
104569701,,,,"$15,000"
103555401,,,,"$39,000 - $44,000"
103615051,,,,"$15,000 - $29,000"
105677351,,,,"$15,000 - $29,000"
102881101,,,,"$15,000 - $29,000"
102767951,,,,"$15,000"
103571551,,,,"$15,000 - $29,000"
103710301,,,,"$15,000 - $29,000"
106594351,,,,"$15,000"
103766101,,,,"$15,000"
106997786,,,,"$15,000 - $29,000"
102099601,,,,"$15,000 - $29,000"
101451401,,,,"$39,000 - $44,000"
104352701,,,,"$15,000"
106941401,,,,"$15,000 - $29,000"
103568551,,,,"$15,000 - $29,000"
105919451,,,,"$15,000 - $29,000"
105833951,,,,"$15,000 - $29,000"
105926851,,,,"$39,000 - $44,000"
106485451,,,,"$15,000 - $29,000"
102746251,,,,"$15,000 - $29,000"
103926951,,,,"$15,000 - $29,000"
104434351,,,,"$15,000 - $29,000"
105695701,,,,"$15,000 - $29,000"
102467201,,,,"$15,000 - $29,000"
106344651,,,,"$15,000 - $29,000"
102889601,,,,"$15,000 - $29,000"
104573851,,,,"$15,000 - $29,000"
105176551,,,,"$15,000"
102953351,,,,"$15,000 - $29,000"
103093901,,,,"$15,000 - $29,000"
106524401,,,,"$15,000 - $29,000"
103202701,,,,"$15,000"
103916701,,,,"$15,000 - $29,000"
106058751,,,,"$15,000 - $29,000"
105451751,,,,"$15,000 - $29,000"
105532901,,,,"$15,000 - $29,000"
106882801,,,,"$15,000 - $29,000"
101881251,,,,"$15,000 - $29,000"
102222501,,,,"$106,000 - $140,000"
105389051,,,,"$15,000 - $29,000"
106998483,Cold,,,
102721451,,,,"$15,000 - $29,000"
102173601,,,,"$15,000 - $29,000"
102561451,,,,"$15,000 - $29,000"
103097501,,,,"$15,000 - $29,000"
102794651,,,,"$15,000 - $29,000"
105541001,,,,"$39,000 - $44,000"
104766201,,,,"$15,000 - $29,000"
103621601,,,,"$15,000"
105472901,,,,"$15,000 - $29,000"
106716051,,,,"$15,000"
104414701,Warm,,,
102666951,,,,"$15,000"
105375901,,,,"$39,000 - $44,000"
104203501,,,,"$15,000"
104553701,,,,"$39,000 - $44,000"
101621201,,,,"$15,000 - $29,000"
104859551,,,,"$15,000 - $29,000"
105401001,,,,"$15,000 - $29,000"
101837301,,,,"$15,000 - $29,000"
104228051,,,,"$39,000 - $44,000"
105511101,,,,"$15,000"
104230851,,,,"$15,000 - $29,000"
103408851,,,,"$39,000 - $44,000"
102804701,,,,"$15,000 - $29,000"
109129101,,,,"$15,000 - $29,000"
107630951,,,,"$15,000 - $29,000"
107004270,,,,"$15,000 - $29,000"
110725001,,,,"$15,000 - $29,000"
109546901,,,,"$15,000 - $29,000"
108766051,,,,"$15,000 - $29,000"
108151151,,,,"$15,000 - $29,000"
107969101,,,,"$15,000 - $29,000"
108954201,,,,"$15,000 - $29,000"
107179851,,,,"$15,000"
108760401,,,,"$15,000 - $29,000"
107000907,,,,"$15,000 - $29,000"
109770401,,,,"$15,000 - $29,000"
110912951,,,,"$39,000 - $44,000"
108205151,,,,"$15,000 - $29,000"
110215101,,,,"$39,000 - $44,000"
111185301,Warm,,,
108073801,Hot,,,"$39,000 - $44,000"
110627801,,,,"$15,000 - $29,000"
107003171,,,,"$15,000 - $29,000"
107486251,,,,"$15,000 - $29,000"
107004708,Cold,,,
107003688,,,,"$15,000 - $29,000"
107125801,,,,"$15,000 - $29,000"
110834901,,,,"$15,000 - $29,000"
111123151,,,,"$15,000 - $29,000"
108429351,,,,"$15,000 - $29,000"
108949551,,,,"$15,000"
109156051,,,,"$15,000 - $29,000"
108314151,,,,"$15,000 - $29,000"
107003448,,,,"$15,000 - $29,000"
110553551,,,,"$39,000 - $44,000"
107513651,,,,"$15,000 - $29,000"
109239001,,,,"$15,000 - $29,000"
110109901,,,,"$15,000 - $29,000"
109313501,,,,"$15,000 - $29,000"
111168451,,,,"$78,000 - $107,000"
107214601,,,,"$15,000 - $29,000"
107474701,,,,"$15,000 - $29,000"
110692851,,,,"$15,000 - $29,000"
107385101,Warm,,,
111157201,,,,"$39,000 - $44,000"
111172051,,,,"$15,000 - $29,000"
110983401,,,,"$15,000 - $29,000"
108157701,,,,"$15,000 - $29,000"
108244751,,,,"$15,000 - $29,000"
111355101,,,,"$15,000"
109143301,,,,"$15,000 - $29,000"
109284101,,,,"$15,000"
107000812,,,,"$39,000 - $44,000"
108653801,,,,"$15,000 - $29,000"
107003121,,,,"$15,000 - $29,000"
108679401,,,,"$15,000 - $29,000"
107923451,,,,"$15,000 - $29,000"
111415601,,,,"$39,000 - $44,000"
107002614,,,,"$15,000"
107934201,,,,"$15,000 - $29,000"
107004155,Cold,,,
107584501,,,,"$15,000 - $29,000"
108528101,,,,"$15,000 - $29,000"
107004670,Cold,,,
108933601,,,,"$15,000 - $29,000"
108599001,,,,"$15,000 - $29,000"
110167603,,,,"$15,000 - $29,000"
107921101,,,,"$15,000 - $29,000"
110059051,,,,"$15,000 - $29,000"
107001029,,,,"$15,000 - $29,000"
107001031,,,,"$15,000"
107004873,Hot,,,
109068851,,,,"$15,000 - $29,000"
107003348,Cold,,,
107004629,Warm,,,"$15,000 - $29,000"
110818351,,,,"$15,000 - $29,000"
107899351,,,,"$39,000 - $44,000"
108032201,,,,"$15,000 - $29,000"
108015051,,,,"$15,000"
111920151,,,,"$15,000 - $29,000"
111766551,,,,"$39,000 - $44,000"
109192001,,,,"$50,000 - $65,000"
110047051,,,,"$39,000 - $44,000"
109482051,,,,"$15,000 - $29,000"
109174601,,,,"$15,000 - $29,000"
